Component,Subcomponent,Setting/Origin,Geoform,Geoform Type,Unit Type,Definition,Literature Cited,CMECS Version,Component Code,Unit Code,IRI (NCEI base URL + Term ID),Unit ID,Unit Status,Type of Change,Implementation Guidance,Notes
Geoform Component,Geoform,Geologic Geoform,Channel,Sand Channel,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 2),"These are narrow passages between, and in association with, pavement formations commonly oriented perpendicular to the shore. The bottoms of these channels normally consist of sand or other unconsolidated mineral substrates. They occur in areas of moderate wave surge and have low vertical relief as compared to spur-and-groove formations.",,1.1.2,G,g1.9.2,https://w3id.org/CMECS/CMECS_00000702,CMECS_00000702,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Channel,Slough,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"(a) A sluggish body of water in a tidal flat, bottomland, or coastal marshland; may also be called bayous or oxbows. (b) A sluggish channel of water (such as a side channel of a river) in which water flows slowly through either low, swampy ground (such as along the Columbia River) or a section of an abandoned river channel (which may contain stagnant water) that occurs in a flood plain or delta.",,1.1.2,G,g1.9.3,https://w3id.org/CMECS/CMECS_00000766,CMECS_00000766,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Channel,Tidal Channel/Creek,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),Linear or sinuous body of water through which ebb-and-flood tidal movement takes place. Smaller tidal creeks often branch off of these features. Portions of tidal channels may be intertidal or completely subtidal.,,1.1.2,G,g1.9.4,https://w3id.org/CMECS/CMECS_00001595,CMECS_00001595,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Cone,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"(a) A type of submarine, fan-shaped deposit- especially a deep-sea fan associated with a major active delta (such as deltas of the Mississippi, Nile, and Ganges Rivers). (b) A formation resulting from the extrusion of material onto the surrounding seabed (e.g., a volcanic cone).",,1.1.2,G,g1.10,https://w3id.org/CMECS/CMECS_00000183,CMECS_00000183,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Cove,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"A small, narrow, sheltered bay or recess in an estuary; often found inside a larger embayment (modified from Jackson 1997).","Jackson, J. A., ed. 1997. Glossary of Geology. Alexandria, VA: American Geological Institute.",1.1.2,G,g1.11,https://w3id.org/CMECS/CMECS_00000204,CMECS_00000204,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Cove,Barrier Cove,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),A subaqueous area adjacent to a barrier island (or submerged barrier beach) that forms a minor embayment or cove within the larger basin.,,1.1.2,G,g1.11.1,https://w3id.org/CMECS/CMECS_00000080,CMECS_00000080,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Cove,Mainland Cove,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),Small embayment or narrow indentation in a mainland coast. These coves usually have narrow entrances and are circular or oval in shape.,,1.1.2,G,g1.11.2,https://w3id.org/CMECS/CMECS_00000487,CMECS_00000487,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Delta,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"A landform made by a stream flowing through glacial ice and then depositing material as it enters a lake or pond at the end (or terminus) of the glacier. This delta is distinctive because it has been sorted by the action of the stream. This landform may often be observed after the glacier has melted. As the glacier melts, the edges of the delta may subside (as ice under it melts); additionally, glacial till may be deposited in the lateral or side area of the delta from the melting glacier.",,1.1.2,G,g1.11.3,https://w3id.org/CMECS/CMECS_00000230,CMECS_00000230,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Delta,Glacial (Kame) Delta,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"The low, nearly flat, alluvial tract of land at (or near) the mouth of a river. Deltas commonly form a triangular or fan-shaped plain of considerable area, which is crossed by many distributaries of the main river; deltas may extend beyond the general trend of the coast, and occur as a result of the accumulation of river sediment supplied in such quantities that it is not removed by tides, waves, and currents.",,1.1.2,G,g1.12,https://w3id.org/CMECS/CMECS_00001465,CMECS_00001465,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Delta,Ebb Tidal Delta,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 2),"A largely subaqueous (although sometimes intertidal), crudely fan-shaped delta with sand-sized sediment, which has been formed on the seaward side of a tidal inlet (modified from Boothroyd et al. 1985; Davis 1994; Ritter, Kochel, and Miller 1995).","Boothroyd, J. C., N. E. Friedrich, and S. R. McGinn. 1985. “Geology of Microtidal Coastal Lagoons: Rhode Island.” Marine Geology 63: 35–76.|Davis, R. A., Jr. 1994. “Barrier Island Systems—A Geologic Overview.” In Geology of Holocene Barrier Island Systems, 1–46. Edited by R. A. Davis. New York: Springer-Verlag.|Ritter, D. F., R. C. Kochel, and J. R. Miller. 1995. Process Geomorphology. 3rd ed. Dubuque, IA: Wm. C. Brown, Publishers.",1.1.2,G,g1.12.1,https://w3id.org/CMECS/CMECS_00000273,CMECS_00000273,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Delta,Flood Tidal Delta,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 2),"Equivalent to an Ebb Tidal Delta, except that this delta occurs on the landward side of a tidal inlet (modified from Boothroyd et al. 1985; Davis 1994; Ritter et al. 1995). Flood tides transport sediment through the tidal inlet, over a flood ramp where currents slow and dissipate before entering the lagoon (Davis 1994). Generally, flood tidal deltas along microtidal coasts are multi-lobate and unaffected by ebbing currents (modified from Davis 1994).","Boothroyd, J. C., N. E. Friedrich, and S. R. McGinn. 1985. “Geology of Microtidal Coastal Lagoons: Rhode Island.” Marine Geology 63: 35–76.|Davis, R. A., Jr. 1994. “Barrier Island Systems—A Geologic Overview.” In Geology of Holocene Barrier Island Systems, 1–46. Edited by R. A. Davis. New York: Springer-Verlag.|Ritter, D. F., R. C. Kochel, and J. R. Miller. 1995. Process Geomorphology. 3rd ed. Dubuque, IA: Wm. C. Brown, Publishers.",1.1.2,G,g1.12.2,https://w3id.org/CMECS/CMECS_00000353,CMECS_00000353,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Delta,Flood Tidal Delta Slope,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 2),The sloping surfaces found at the edge of the tidal delta.,,1.1.2,G,g1.12.3,https://w3id.org/CMECS/CMECS_00000355,CMECS_00000355,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Delta,Levee Delta,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),"A delta having the form of a long, narrow ridge that resembles a natural levee.",,1.1.2,G,g1.12.4,https://w3id.org/CMECS/CMECS_00000469,CMECS_00000469,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Delta Plain,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),"The level (or nearly level) surface that makes up the landward part of a large delta; strictly, a flood plain characterized by repeated channel bifurcation and divergence, multiple distributary channels, and interdistributary flood basins.",,1.1.2,G,g1.13,https://w3id.org/CMECS/CMECS_00000231,CMECS_00000231,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Depression,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),General term for any relatively sunken part of the earth's surface- especially a low-lying area surrounded by higher ground. Depressions often have no natural outlet for surface drainage (such as an interior basin or a karstic sinkhole) (Jackson 1997).,"Jackson, J. A., ed. 1997. Glossary of Geology. Alexandria, VA: American Geological Institute.",1.1.2,G,g1.14,https://w3id.org/CMECS/CMECS_00000233,CMECS_00000233,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Depression,Scour Depression,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 2),Depression formed by the abrasive action of sand or sediment driven by the movement of water or ice.,,1.1.2,G,g1.14.1,https://w3id.org/CMECS/CMECS_00000715,CMECS_00000715,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Diapir,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),A dome or anticlinal fold in which the overlying rocks or sediments have been ruptured when the plastic core material was squeezed out. Diapirs in sedimentary strata usually contain cores of salt or shale; igneous intrusions may also show diapiric structure.,,1.1.2,G,g1.15,https://w3id.org/CMECS/CMECS_00000236,CMECS_00000236,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Diapir,Salt Dome,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),A diaper formed by the intrusion of salt into surrounding rocks.,,1.1.2,G,g1.15.1,https://w3id.org/CMECS/CMECS_00000695,CMECS_00000695,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Dike,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),"A tabular, igneous intrusion that cuts across the bedding or foliation of the country rock. Dikes are often more resistant to erosion than the surrounding country rock, and dikes can form long ridges.",,1.1.2,G,g1.16,https://w3id.org/CMECS/CMECS_00000243,CMECS_00000243,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Drumlin,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),"Drumlins are products of the streamline (laminar) flow of glaciers, which molded the subglacial floor through a combination of erosion and deposition. A drumlin is a low, smooth, elongated-oval hill, mound, or ridge of compact till, which has a core of bedrock or drift. A drumlin usually has a blunt nose facing the direction from which the ice approached, and a gentler slope tapering in the other direction. The longest axis is parallel to the general direction of glacier flow.",,1.1.2,G,g1.17,https://w3id.org/CMECS/CMECS_00000264,CMECS_00000264,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Drumlin Field,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),"Groups or clusters of closely spaced drumlins or drumlinoid ridges, distributed more or less en echelon, and commonly separated by small, marshy tracts or depressions (interdrumlins).",,1.1.2,G,g1.18,https://w3id.org/CMECS/CMECS_00000265,CMECS_00000265,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Dune Field,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),"An assemblage of moving and/or stabilized dunes; sand plains; interdune areas; and the ponds, lakes, or swamps produced by the blocking of waterways by migrating dunes (U.S. Department of Agriculture 2008).","U.S. Department of Agriculture, Natural Resources Conservation Service. 2008. “Glossary of Landform and Geologic Terms.” National Soil Survey Handbook (NSSH), 629–685. Title 430-VI. U.S. Department of Agriculture. http://soils.usda.gov/technical/handbook/.",1.1.2,G,g1.19,https://w3id.org/CMECS/CMECS_00000267,CMECS_00000267,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Dune,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),An active accumulation of sand (formed by wind action) with some elevation; dunes occur on a beach or further inland.,,1.1.2,G,g1.20,https://w3id.org/CMECS/CMECS_00000266,CMECS_00000266,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Fan,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"A low, outspread gently to steeply sloping mass of loose material, which is shaped like an open fan or a segment of a cone. Fans are made of material deposited by a flow of water at the place where it issues from a narrower or steeper gradient area into a broader area, valley, flat, or other feature.",,1.1.2,G,g1.21,https://w3id.org/CMECS/CMECS_00000333,CMECS_00000333,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Fan,Alluvial Fan,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"A low, outspread, relatively flat (or gently sloping) mass of loose rock material, shaped like an open fan or a segment of a cone. The rock material was deposited by flowing water where it issues from a narrow valley or where the gradient abruptly changes. Alluvial fans are usually steeper than the surrounding surface.",,1.1.2,G,g1.21.1,https://w3id.org/CMECS/CMECS_00000011,CMECS_00000011,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Fan,Basin Floor Fan,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),Deposition of submarine fans on the lower slope or basin floor; fan formation is associated with the erosion of canyons into the slope and the incision of fluvial valleys into the shelf. Siliciclastic sediment bypasses the shelf and slope through the valleys and canyons to feed the basin floor fan; sediment may be deposited at the mouth of a canyon or in an area widely separated from the canyon mouth- or a canyon may not be evident.,,1.1.2,G,g1.21.2,https://w3id.org/CMECS/CMECS_00000085,CMECS_00000085,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Fan,Shoreline Fan,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),A prograding shoreline formed where an alluvial fan is built out into a lake or sea.,,1.1.2,G,g1.21.3,https://w3id.org/CMECS/CMECS_00000752,CMECS_00000752,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Fan,Washover Fan,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),"A fan-like landform of sand that washed over a barrier island or spit during a storm, and then deposited sand on the landward side. Washover fans can be small and completely subaerial- or they can be quite large and include subaqueous margins that extend into adjacent lagoons or estuaries. Large fans can composed of ephemeral washover channels (micro feature) cut through dunes or beach ridges, back barrier flats, (subaqueous) washover fan flats, and (subaqueous) washover fan slopes. Subaerial or intertidal portions can range from barren to completely vegetated (U.S. Department of Agriculture 2008).",,1.1.2,G,g1.21.4,https://w3id.org/CMECS/CMECS_00000891,CMECS_00000891,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Flat,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),A general term for a level (or nearly level) surface or area of land marked by little or no relief; flats are often composed of unconsolidated sediments (such as mud or sand). These forms are more commonly encountered in the intertidal or in the shallow subtidal zones (see Figure 6.2).,,1.1.2,G,g1.22,https://w3id.org/CMECS/CMECS_00000352,CMECS_00000352,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Flat,Back Barrier Flat,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"A subaerial, gently sloping landform on the lagoon side of the barrier beach ridge. These flats are composed predominantly of sand washed over (or through) the beach ridge during tidal surges (modified from Jackson 1997).","Jackson, J. A., ed. 1997. Glossary of Geology. Alexandria, VA: American Geological Institute.",1.1.2,G,g1.22.1,https://w3id.org/CMECS/CMECS_00000070,CMECS_00000070,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Flat,Barrier Flat,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"A relatively flat, low-lying area that is separating the exposed (or seaward) edge of a barrier beach or barrier island from the lagoon behind it. Barrier flats commonly include pools of water, and may be barren or vegetated. These flats are an assemblage of both deflation flats left behind migrating dunes and/or storm washover sediments.",,1.1.2,G,g1.22.2,https://w3id.org/CMECS/CMECS_00000081,CMECS_00000081,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Flat,Ebb Tidal Delta Flat,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 2),"The relatively flat, dominant component of the ebb tidal delta. At extreme low tide, this landform may be exposed for a relatively short period (U.S. Department of Agriculture 2008).","U.S. Department of Agriculture, Natural Resources Conservation Service. 2008. “Glossary of Landform and Geologic Terms.” National Soil Survey Handbook (NSSH), 629–685. Title 430-VI. U.S. Department of Agriculture. http://soils.usda.gov/technical/handbook/.",1.1.2,G,g1.22.3,https://w3id.org/CMECS/CMECS_00000274,CMECS_00000274,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Flat,Flood Tidal Delta Flat,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 2),"The relatively flat, dominant component of the flood tidal delta. At extreme low tide, this landform may be exposed for a relatively short period (U.S. Department of Agriculture 2008).","U.S. Department of Agriculture, Natural Resources Conservation Service. 2008. “Glossary of Landform and Geologic Terms.” National Soil Survey Handbook (NSSH), 629–685. Title 430-VI. U.S. Department of Agriculture. http://soils.usda.gov/technical/handbook/.",1.1.2,G,g1.22.4,https://w3id.org/CMECS/CMECS_00000354,CMECS_00000354,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Flat,Tidal Flat,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),"An extensive, nearly horizontal, barren (or sparsely vegetated) tract of land that is alternately covered and uncovered by the tide. Tidal flats consist of unconsolidated sediment (mostly clays, silts and/or sand, and organic materials).",,1.1.2,G,g1.22.5,https://w3id.org/CMECS/CMECS_00000830,CMECS_00000830,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Flat,Washover Fan Flat,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"A gently sloping, fan-like, subaqueous landform created by overwash from storm surges that transports sediment from the seaward side to the landward side of a barrier island (Jackson 1997). Sediment is carried through temporary overwash channels that cut through the dune complex on the barrier spit (Fisher and Simpson 1979; Boothroyd et al. 1985; Davis 1994) and spill out onto the lagoon-side platform, where they coalesce to form a broad belt. Also called Storm-Surge Platform Flat (Boothroyd et al. 1985) and Washover Fan Apron (Jackson 1997).","Jackson, J. A., ed. 1997. Glossary of Geology. Alexandria, VA: American Geological Institute.|Fisher, J. J., and E. J. Simpson. 1979. “Washover and Tidal Sedimentation Rates as Environmental Factors in Development of a Transgressive Barrier Shoreline.” In Barrier Islands from the Gulf of St. Lawrence to Gulf of Mexico, 127–148. Edited by S. P. Leatherman. New York: Academic Press.|Boothroyd, J. C., N. E. Friedrich, and S. R. McGinn. 1985. “Geology of Microtidal Coastal Lagoons: Rhode Island.” Marine Geology 63: 35–76.|Davis, R. A., Jr. 1994. “Barrier Island Systems—A Geologic Overview.” In Geology of Holocene Barrier Island Systems, 1–46. Edited by R. A. Davis. New York: Springer-Verlag.",1.1.2,G,g1.22.6,https://w3id.org/CMECS/CMECS_00000892,CMECS_00000892,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Flat,Wind Tidal Flat,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"A broad, low-lying, nearly level sand flat that is alternately flooded by ponded rainwater or inundated by wind-driven marine and estuarine waters. Salinity fluctuations and prolonged periods of exposure preclude establishment of most types of vegetation (except for mats of filamentous blue-green algae).",,1.1.2,G,g1.22.7,https://w3id.org/CMECS/CMECS_00000911,CMECS_00000911,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Fluviomarine Deposit,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"Stratified materials (clay, silt, sand, or gravel) formed by both marine and fluvial processes, resulting from non-tidal sea-level fluctuations, subsidence, and/or stream migration (e.g., materials originally deposited in a nearshore environment and subsequently reworked by fluvial processes as the sea level fell).",,1.1.2,G,g1.23,https://w3id.org/CMECS/CMECS_00000360,CMECS_00000360,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Fracture,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),A crack or split formed in a rock or bedrock as a result of local erosion or rock stress; they are not due to tectonic actions (which form larger faults and fracture zones).,,1.1.2,G,g1.24,https://w3id.org/CMECS/CMECS_00000367,CMECS_00000367,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Hole/Pit,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),A generally more steep- sided indentation or depression that is lower than the surrounding surface formed through a variety of processes.,,1.1.2,G,g1.25,https://w3id.org/CMECS/CMECS_00001476,CMECS_00001476,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Hole/Pit,Scour Hole,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 2),"A hole formed by the powerful and concentrated clearing and digging action of flowing air, water, or ice- especially the downward erosion by stream water (in sweeping away mud and silt on the outside curve of a bend) or during the time of a flood.",,1.1.2,G,g1.25.1,https://w3id.org/CMECS/CMECS_00000716,CMECS_00000716,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Hole/Pit,Solution Hole/Pit,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 2),An indentation formed on a rock surface by a solution.,,1.1.2,G,g1.25.2,https://w3id.org/CMECS/CMECS_00001579,CMECS_00001579,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Hydrothermal Vent Field,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"An area where several hydrothermal vents, either active or inactive, are present.",,1.1.2,G,g1.26,https://w3id.org/CMECS/CMECS_00000427,CMECS_00000427,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Hydrothermal Vent,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),"Structures on the seafloor through which materials related to volcanic activity are extruded. These often form tall, chimney-like structures and can support diverse chemosynthetic biota and associated communities.",,1.1.2,G,g1.27,https://w3id.org/CMECS/CMECS_00000426,CMECS_00000426,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Inlet,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"Inlets are narrow constrictions through which water flows. The term is commonly used to describe gaps between barrier islands that allow tidal exchange with the adjacent- more enclosed- bays, lagoons, or marshes.",,1.1.2,G,g1.28,https://w3id.org/CMECS/CMECS_00000435,CMECS_00000435,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Inlet,Tidal Inlet,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"Any inlet through which water alternately floods landward, with the rising tide, and ebbs seaward, with the falling tide (Jackson 1997).",,1.1.2,G,g1.28.1,https://w3id.org/CMECS/CMECS_00000833,CMECS_00000833,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Inlet,Relict Tidal Inlet,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),A channel remnant that is left from a former tidal inlet. The channel was cut off or abandoned by infilling from migrating shore sediments.,,1.1.2,G,g1.28.2,https://w3id.org/CMECS/CMECS_00000669,CMECS_00000669,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Island,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"An area of land completely surrounded by water- or an elevated area of land surrounded by swamp or marsh, which is isolated at high water or during floods.",,1.1.2,G,g1.29,https://w3id.org/CMECS/CMECS_00000442,CMECS_00000442,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Island,Barrier Island,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1 or Level 2),"A long, narrow, sandy island that is above high tide and parallel to the shore. Barrier islands commonly have dunes, vegetated zones, and swampy or marshy terrains extending lagoon-ward from the beach.",,1.1.2,G,g1.29.1,https://w3id.org/CMECS/CMECS_00000082,CMECS_00000082,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Karren,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),"Repeating, surficial solution channels, grooves, or other forms that are etched onto massive, bare limestone surfaces; types range in depth from a few millimeters up to one meter, and they are separated by ridges May also refer to the total complex (all varieties) of surficial solution forms found on compact, pure limestone (U.S. Department of Agriculture 2008).",,1.1.2,G,g1.30,https://w3id.org/CMECS/CMECS_00000445,CMECS_00000445,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Knob,,CMECS Geoform Subcomponent: Geologic Geoform (Level 2),"A rounded protuberance, usually prominent or isolated with steep sides; also including peaks or other projections from seamounts, or a groups of boulders, or other protruding areas of resistant rocks",,1.1.2,G,g1.31,https://w3id.org/CMECS/CMECS_00000448,CMECS_00000448,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Lagoon,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"Lagoons tend to be shallow, highly enclosed, with reduced exchange with the ocean, often experiencing high evaporation, and quiescent in terms of wind, current, and wave energy. They tend to have a very high surface to volume ratio, low to moderate watershed to water area ratio and can have a high wetland to water ratio. The flushing times tend to be long relative to riverine estuaries and even embayments, as the restricted exchange with the marine end member and reduced river input lengthen residence times.",,1.1.2,G,g1.32,https://w3id.org/CMECS/CMECS_00000454,CMECS_00000454,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Lava Field/Plain,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),"A relatively well-defined area that is covered by lava flows. These can be found either along the coast or in deeper water. Terrain in lava fields can be rough and broken or it can be relatively smooth; the terrain can also include vent structures (e.g., small cinder cones or spatter cones), surface flow structures (e.g., pressure ridges or tumuli), and small, intermittent areas covered with pyroclastics.",,1.1.2,G,g1.33,https://w3id.org/CMECS/CMECS_00001490,CMECS_00001490,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Ledge,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),Bedding planes that are exposed (either on the surface or at depth) often form ledges that have a high habitat value and support colonizing plants and animals. Ledges often provide a more level surface than the bounding slopes. Ledges in the intertidal zone can form shelves or projections of rock (that are much longer than they are wide) on a rock wall or cliff face. They are formed along a coast by differential wave action on softer rocks and may be eroded by biological and chemical weathering.,,1.1.2,G,g1.34,https://w3id.org/CMECS/CMECS_00000466,CMECS_00000466,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Marine Lake,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),"An inland body of permanently standing brackish or saline water whose water level is commonly influenced by ocean tides through subterranean cavities connecting to nearby lagoons. The lake is generally of appreciable size (larger than a pond) and too deep to permit emergent vegetation to take root completely across the expanse of water. Such water bodies can have unique biota (e.g., the stingless jellyfish of Palau).",,1.1.2,G,g1.35,https://w3id.org/CMECS/CMECS_00000493,CMECS_00000493,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Marsh Platform,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1 or Level 2),"The flat, often thick, accumulation of peat that supports emergent marsh vegetation. It is commonly dissected by tidal creeks, and it is occasionally buried and re-exposed through the action of beach erosion and new inlet development.",,1.1.2,G,g1.36,https://w3id.org/CMECS/CMECS_00000522,CMECS_00000522,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Megaripples,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),"Large, sand waves or ripple-like features having wavelengths greater than 1 meter or a ripple height greater than 10 centimeters; Megaripples are formed in a subaqueous environment, and they are also known as subaqueous dunes. They may be superimposed with smaller bedforms (Bates and Jackson 1984).","Bates, R. L., and J. A. Jackson, eds. 1984. Dictionary of Geological Terms. 3rd ed. Garden City, NY: Anchor Press.",1.1.2,G,g1.37,https://w3id.org/CMECS/CMECS_00000530,CMECS_00000530,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Moraine,,CMECS Geoform Subcomponent: Geologic Geoform (Level 1),"A mound, ridge, or other distinct accumulation of unsorted, unstratified, glacial drift (predominantly till) that is deposited chiefly by direct action of glacier ice.",,1.1.2,G,g1.38,https://w3id.org/CMECS/CMECS_00000572,CMECS_00000572,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Moraine,Disintegration Moraine,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"A drift topography characterized by chaotic mounds and pits (generally randomly oriented) developed in supraglacial drift by collapse and flow as the underlying stagnant ice melted. Slopes may be steep and unstable, and there will be used and unused stream courses and lake depressions interspersed with the morainic ridges. Characteristically, there are numerous abrupt changes (lateral and vertical) between unconsolidated materials of differing lithology.",,1.1.2,G,g1.38.1,https://w3id.org/CMECS/CMECS_00000248,CMECS_00000248,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Moraine,End Moraine,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),A ridge-like accumulation that is being (or was) produced at the outer margin of an actively flowing glacier at any given time; a moraine that has been deposited at the outer or lower end of a valley glacier.,,1.1.2,G,g1.38.2,https://w3id.org/CMECS/CMECS_00000289,CMECS_00000289,Original Unit,,,
Geoform Component,Geoform,Geologic Geoform,Moraine,Ground Moraine,CMECS Geoform Subcomponent: Geologic Geoform Type (Level 1),"An extensive, low-relief area of till, that has an uneven or undulating surface and is commonly bounded on the distal end by a recessional or end moraine. Ground moraines usually consist of poorly sorted rock and mineral debris (till), which has been dragged along, in, on, or beneath a glacier, and then deposited by basal lodgment and release from downwasting stagnant ice by ablation.",,1.1.2,G,g1.38.3,https://w3id.org/CMECS/CMECS_00000401,CMECS_00000401,Original Unit,,,
